proxy
Id,Name,URL,Features
1,mgmt-1.c3pki.nit.disa.mil,https://mgmt-1.c3pki.nit.disa.mil:9090,"TFTP, DNS, DHCP, Puppet, Puppet CA, Discovery, Pulp"
